Transcript,Gene
TRINITY_DN13011_c0_g1_i6,ARNT
TRINITY_DN13017_c0_g1_i2,PTPRK
TRINITY_DN130256_c0_g1_i1,RL112
TRINITY_DN13026_c0_g1_i3,RT4I1
TRINITY_DN13027_c0_g1_i6,MFSD5
TRINITY_DN130272_c0_g1_i1,YTX2
TRINITY_DN13028_c0_g1_i1,CALM
TRINITY_DN13028_c0_g1_i3,CALM
TRINITY_DN13028_c0_g1_i4,CALM
TRINITY_DN13028_c0_g1_i5,CALM
TRINITY_DN13031_c0_g1_i1,NCF2
TRINITY_DN13031_c0_g1_i4,NCF2
TRINITY_DN13035_c0_g1_i1,CADN
TRINITY_DN13035_c0_g1_i8,SEM5B
TRINITY_DN1304_c0_g1_i10,ARRB1
TRINITY_DN1304_c0_g1_i8,ARRB1
TRINITY_DN13041_c0_g1_i1,RLA2
TRINITY_DN13043_c0_g1_i5,CDKL5
TRINITY_DN13047_c0_g1_i2,STML2
TRINITY_DN13056_c0_g1_i2,PGRP
TRINITY_DN13059_c1_g1_i1,NAA10
TRINITY_DN13059_c1_g1_i2,NAA10
TRINITY_DN13060_c0_g1_i7,PI2R
TRINITY_DN13063_c0_g1_i1,NOC
TRINITY_DN13070_c0_g1_i1,BTBD6
TRINITY_DN13071_c0_g1_i5,GAK
TRINITY_DN130741_c0_g1_i3,CTNS
TRINITY_DN130741_c0_g1_i5,CTNS
TRINITY_DN13075_c0_g1_i17,RTBS
TRINITY_DN13075_c0_g1_i4,RTBS
TRINITY_DN13076_c0_g1_i2,ARC1A
TRINITY_DN13080_c0_g1_i12,LYAR
TRINITY_DN13080_c0_g1_i7,LYAR
TRINITY_DN13080_c0_g1_i8,LYAR
TRINITY_DN13081_c0_g1_i3,TF3B
TRINITY_DN13082_c0_g1_i1,PI4KA
TRINITY_DN13082_c0_g1_i2,PI4KA
TRINITY_DN13082_c0_g1_i6,PI4KA
TRINITY_DN13082_c0_g2_i1,PI4KA
TRINITY_DN130822_c0_g1_i1,FAXC
TRINITY_DN130829_c0_g1_i2,DRC3
TRINITY_DN13083_c0_g1_i6,MOD5
TRINITY_DN13086_c0_g1_i7,YETS2
TRINITY_DN130868_c0_g1_i1,EPDR1
TRINITY_DN130879_c0_g1_i10,DHB2
TRINITY_DN13089_c0_g1_i11,ARE
TRINITY_DN13089_c0_g1_i7,ARE
TRINITY_DN1309_c1_g1_i2,KIF19
TRINITY_DN13090_c0_g1_i14,NPFF2
TRINITY_DN13090_c0_g1_i16,NPFF2
TRINITY_DN13090_c0_g1_i5,NPFF2
TRINITY_DN130923_c0_g1_i14,RET
TRINITY_DN130927_c0_g1_i2,FLNC
TRINITY_DN130927_c0_g2_i1,LRC8D
TRINITY_DN13093_c0_g1_i14,PCDH1
TRINITY_DN13093_c0_g1_i4,FAT
TRINITY_DN130937_c0_g1_i1,PK1R
TRINITY_DN130937_c0_g1_i2,PK1R
TRINITY_DN131_c0_g1_i2,IRS1
TRINITY_DN131_c0_g1_i5,IRS1
TRINITY_DN13102_c0_g1_i9,C19L1
TRINITY_DN13111_c0_g1_i2,RM14
TRINITY_DN13112_c0_g1_i17,IDE
TRINITY_DN13112_c0_g1_i2,IDE
TRINITY_DN13112_c0_g1_i9,IDE
TRINITY_DN13112_c1_g1_i9,DGCR8
TRINITY_DN13114_c0_g1_i9,DDX41
TRINITY_DN131187_c0_g1_i5,PIF1
TRINITY_DN1312_c0_g1_i3,RAB7A
TRINITY_DN13121_c0_g1_i6,LPP
TRINITY_DN131265_c0_g1_i1,POL3
TRINITY_DN1313_c3_g1_i11,E75
TRINITY_DN1313_c3_g1_i9,E75
TRINITY_DN1314_c0_g1_i3,CAYP1
TRINITY_DN13142_c0_g1_i13,KEAP1
TRINITY_DN13142_c1_g1_i20,NAA20
TRINITY_DN131431_c0_g1_i2,CLC4F
TRINITY_DN13145_c0_g1_i14,PRDM4
TRINITY_DN1315_c0_g1_i14,STY17
TRINITY_DN1315_c0_g1_i2,STY17
TRINITY_DN1315_c0_g1_i34,STY17
TRINITY_DN131509_c0_g1_i1,PRPK
TRINITY_DN131509_c0_g1_i4,PRPK
TRINITY_DN13156_c0_g1_i5,UT14A
TRINITY_DN1316_c0_g1_i12,CADN
TRINITY_DN1316_c0_g1_i14,SEM5A
TRINITY_DN1316_c0_g1_i18,SEM5A
TRINITY_DN1316_c0_g1_i7,SEM5A
TRINITY_DN13161_c0_g1_i17,XRN1
TRINITY_DN13169_c0_g1_i18,VPS18
TRINITY_DN1317_c0_g1_i11,NOTC1
TRINITY_DN1317_c0_g1_i3,NOTC1
TRINITY_DN1317_c0_g2_i1,THG1
TRINITY_DN1317_c2_g1_i5,CLIC2
TRINITY_DN13170_c0_g1_i9,SNX27
TRINITY_DN13173_c0_g1_i2,CAH2
TRINITY_DN13174_c0_g1_i3,NOL9
TRINITY_DN13175_c0_g1_i5,TRIP4
TRINITY_DN13177_c0_g1_i5,IDH3G
TRINITY_DN13177_c0_g1_i8,IDH3G
TRINITY_DN13177_c0_g1_i9,IDH3G
TRINITY_DN13178_c0_g1_i1,MT12B
TRINITY_DN13178_c0_g1_i6,MT12B
TRINITY_DN1318_c0_g1_i5,SPRY3
TRINITY_DN131805_c0_g1_i1,WNT16
TRINITY_DN13181_c0_g1_i11,TOP3A
TRINITY_DN13181_c0_g1_i12,TOP3A
TRINITY_DN13181_c0_g1_i14,TOP3A
TRINITY_DN13181_c0_g1_i3,TOP3A
TRINITY_DN13185_c0_g1_i8,BSCL2
TRINITY_DN131859_c0_g1_i1,S17A5
TRINITY_DN13188_c0_g2_i1,BT3L4
TRINITY_DN131890_c0_g2_i6,PKD2
TRINITY_DN1319_c0_g1_i21,DDX24
TRINITY_DN1319_c0_g1_i25,DDX24
TRINITY_DN1319_c0_g2_i7,DDX24
TRINITY_DN1319_c0_g3_i1,FGFR4
TRINITY_DN1319_c0_g5_i2,MED19
TRINITY_DN1319_c1_g1_i6,SPPL3
TRINITY_DN1319_c1_g1_i9,SPPL3
TRINITY_DN13191_c0_g1_i3,COMA1
TRINITY_DN131914_c0_g1_i10,AK1A1
TRINITY_DN131914_c0_g1_i2,PE2R
TRINITY_DN131914_c0_g1_i7,PE2R
TRINITY_DN131914_c0_g1_i8,ALDR
TRINITY_DN131914_c0_g1_i9,ALDR
TRINITY_DN13192_c0_g1_i4,KLH40
TRINITY_DN13193_c0_g1_i3,ANR28
TRINITY_DN131956_c0_g1_i1,MDN1
TRINITY_DN13196_c1_g1_i13,PHF10
TRINITY_DN13197_c0_g3_i1,ACRC
TRINITY_DN13198_c0_g1_i1,DEI
TRINITY_DN132_c0_g1_i1,TDRD1
TRINITY_DN1320_c0_g1_i1,GIMA4
TRINITY_DN1320_c0_g1_i11,GIMA4
TRINITY_DN13200_c0_g1_i15,TUTL
TRINITY_DN13200_c0_g1_i21,TUTL
TRINITY_DN13200_c0_g1_i8,TUTL
TRINITY_DN132008_c0_g1_i1,EXD1
TRINITY_DN132008_c0_g1_i2,EXD1
TRINITY_DN132008_c0_g1_i3,EXD1
TRINITY_DN13201_c0_g1_i2,CF206
TRINITY_DN13201_c0_g1_i4,CF206
TRINITY_DN13201_c0_g1_i5,CF206
TRINITY_DN13201_c0_g1_i6,CF206
TRINITY_DN13203_c0_g1_i4,UTP11
TRINITY_DN13204_c0_g1_i2,COG1
TRINITY_DN13204_c0_g1_i3,COG1
TRINITY_DN13204_c0_g1_i9,COG1
TRINITY_DN13207_c0_g1_i11,ARF
TRINITY_DN13207_c0_g1_i6,ARF1
TRINITY_DN13209_c0_g1_i6,RMI1
TRINITY_DN1321_c0_g1_i2,PLXA1
TRINITY_DN1321_c0_g1_i3,PLXA1
TRINITY_DN1321_c0_g1_i4,PLXA1
TRINITY_DN1321_c0_g1_i8,PLXA1
TRINITY_DN132103_c1_g1_i5,RSSA
TRINITY_DN132103_c1_g1_i7,RSSA
TRINITY_DN13212_c0_g2_i17,CALM
TRINITY_DN13215_c0_g1_i14,ENOF1
TRINITY_DN13215_c0_g1_i15,ENOF1
TRINITY_DN13215_c0_g1_i19,ENOF1
TRINITY_DN13218_c0_g1_i2,TAF3
TRINITY_DN13218_c0_g1_i4,TAF3
TRINITY_DN13218_c0_g1_i8,TAF3
TRINITY_DN132189_c0_g1_i11,DPH6
TRINITY_DN132189_c0_g1_i14,DPH6
TRINITY_DN132189_c0_g1_i4,DPH6
TRINITY_DN1322_c0_g1_i12,MKCD
TRINITY_DN1322_c0_g1_i9,MKCD
TRINITY_DN13222_c0_g1_i14,DNAJ
TRINITY_DN13228_c0_g1_i19,MAAI
TRINITY_DN13228_c0_g1_i25,MAAI2
TRINITY_DN13228_c0_g1_i31,POMT2
TRINITY_DN13228_c0_g1_i43,POMT2
TRINITY_DN13228_c0_g1_i45,MAAI
TRINITY_DN1323_c0_g1_i16,MOT12
TRINITY_DN1323_c0_g1_i17,MOT12
TRINITY_DN1323_c0_g1_i19,MOT12
TRINITY_DN1323_c0_g1_i22,MOT12
TRINITY_DN1323_c0_g1_i6,MOT12
TRINITY_DN13230_c0_g2_i3,NUD14
TRINITY_DN13231_c0_g1_i1,TM208
TRINITY_DN132311_c0_g1_i1,HS12B
TRINITY_DN1324_c1_g1_i1,TPC12
TRINITY_DN132411_c1_g1_i1,GLNA
TRINITY_DN13244_c2_g1_i15,SYLM
TRINITY_DN13244_c2_g1_i4,SYLM
TRINITY_DN13247_c0_g1_i3,KLH26
TRINITY_DN132482_c0_g1_i1,YG31B
TRINITY_DN1325_c0_g1_i3,CD22
TRINITY_DN1325_c0_g1_i8,HMCN1
TRINITY_DN13251_c0_g1_i1,SPB4
TRINITY_DN13251_c0_g1_i12,SPB3
TRINITY_DN132550_c0_g1_i1,ACHB
TRINITY_DN13259_c0_g1_i6,GNPTA
TRINITY_DN1326_c18_g1_i9,NOS1
TRINITY_DN1326_c2_g1_i2,SLC31
TRINITY_DN1326_c23_g1_i2,MANEA
TRINITY_DN132649_c0_g1_i1,ALDO2
TRINITY_DN132649_c0_g1_i6,XDH
TRINITY_DN13266_c0_g1_i2,AEGP
TRINITY_DN13266_c0_g1_i5,AEGP
TRINITY_DN13266_c0_g1_i6,AEGP
TRINITY_DN13267_c0_g1_i8,LMAN2
TRINITY_DN132701_c0_g1_i2,DCD1A
TRINITY_DN13273_c0_g1_i13,EMIL2
TRINITY_DN13280_c0_g1_i5,PUS7
TRINITY_DN13288_c0_g1_i2,BIRC7
TRINITY_DN1329_c1_g1_i30,SC6A9
TRINITY_DN13291_c0_g1_i2,RBM41
TRINITY_DN13298_c0_g1_i10,TGM1
TRINITY_DN13298_c0_g1_i2,TGM1
TRINITY_DN133_c0_g1_i12,PDE4C
TRINITY_DN133_c0_g1_i15,PDE4C
TRINITY_DN133_c0_g1_i17,PDE4A
TRINITY_DN133_c0_g1_i5,PDE4C
TRINITY_DN133_c0_g1_i6,PDE4A
TRINITY_DN133_c0_g1_i8,PDE4B
TRINITY_DN1330_c0_g1_i1,RM19
TRINITY_DN13306_c0_g1_i11,CBPD
TRINITY_DN13306_c0_g1_i9,CBPD
TRINITY_DN13309_c0_g1_i21,ERCC6
TRINITY_DN1331_c0_g1_i1,TNFL6
TRINITY_DN1331_c0_g1_i10,TNFL6
TRINITY_DN1331_c0_g1_i2,TNFL6
TRINITY_DN1331_c0_g1_i23,TNFL6
TRINITY_DN1331_c0_g1_i6,TNFL6
TRINITY_DN1331_c0_g1_i7,TNFL6
TRINITY_DN13310_c0_g1_i10,KCNT1
TRINITY_DN13310_c0_g1_i25,KCNT1
TRINITY_DN133102_c0_g1_i2,LIN1
TRINITY_DN13313_c0_g1_i1,RHOU
TRINITY_DN133156_c0_g1_i1,GLRX2
TRINITY_DN133159_c0_g1_i1,VSP3
TRINITY_DN1332_c0_g1_i12,NDUS1
TRINITY_DN1332_c0_g1_i6,NDUS1
TRINITY_DN1332_c1_g1_i10,TSAC
TRINITY_DN1332_c6_g1_i6,CL17A
TRINITY_DN13322_c0_g1_i13,DHB7
TRINITY_DN13322_c0_g1_i8,DHB7
TRINITY_DN13323_c0_g2_i4,MRTFB
TRINITY_DN13325_c0_g1_i4,NSD2
TRINITY_DN1333_c1_g1_i30,DUR3
TRINITY_DN13331_c0_g1_i3,SCYL1
TRINITY_DN13331_c0_g1_i5,SCYL1
TRINITY_DN13332_c0_g1_i11,DI3L1
TRINITY_DN13332_c0_g1_i4,DI3L1
TRINITY_DN13332_c0_g1_i6,DI3L1
TRINITY_DN13332_c0_g1_i8,DI3L1
TRINITY_DN13334_c0_g1_i2,PNPH
TRINITY_DN13334_c0_g1_i4,PNPH
TRINITY_DN13335_c0_g1_i6,FREM2
TRINITY_DN13339_c0_g1_i1,DDX43
TRINITY_DN1334_c0_g1_i21,LGMN
TRINITY_DN1334_c0_g1_i5,LGMN
TRINITY_DN13341_c0_g1_i1,JMD6A
TRINITY_DN13346_c0_g2_i4,NUDC3
TRINITY_DN13346_c0_g2_i5,NUDC3
TRINITY_DN13348_c0_g1_i10,DPH5
TRINITY_DN13348_c0_g1_i13,DPH5
TRINITY_DN13348_c0_g1_i14,DPH5
TRINITY_DN13348_c0_g1_i5,DPH5
TRINITY_DN13348_c0_g1_i9,DPH5
TRINITY_DN13349_c0_g1_i16,MOG1
TRINITY_DN13349_c0_g1_i4,MOG1
TRINITY_DN1335_c0_g1_i1,PCY2
TRINITY_DN1335_c0_g1_i4,PCY2
TRINITY_DN1335_c1_g1_i1,ADAP1
TRINITY_DN1335_c1_g1_i2,ADAP1
TRINITY_DN13352_c0_g1_i11,ETKMT
TRINITY_DN13352_c0_g1_i6,ETKMT
TRINITY_DN13353_c0_g1_i1,PYGM
TRINITY_DN13355_c1_g1_i10,G6PC
TRINITY_DN13355_c1_g1_i11,G6PC2
TRINITY_DN13355_c1_g1_i3,G6PC
TRINITY_DN13355_c1_g1_i5,G6PC2
TRINITY_DN13355_c1_g1_i8,G6PC2
TRINITY_DN13359_c0_g1_i3,KAPR
TRINITY_DN1336_c2_g1_i4,CP2J2
TRINITY_DN13360_c0_g1_i3,KMO
TRINITY_DN13362_c7_g2_i1,LIN1
TRINITY_DN13362_c7_g2_i2,YTX2
TRINITY_DN13362_c7_g2_i3,YTX2
TRINITY_DN13363_c0_g1_i11,GSTCD
TRINITY_DN13363_c0_g1_i7,GSTCD
TRINITY_DN13371_c0_g1_i1,UBQL1
TRINITY_DN133724_c0_g1_i1,DCOR
TRINITY_DN133736_c0_g1_i1,FCGBP
TRINITY_DN133756_c0_g1_i2,S23A1
TRINITY_DN133756_c0_g1_i3,S23A1
TRINITY_DN133775_c0_g1_i3,TF211
TRINITY_DN13382_c3_g1_i2,RTJK
TRINITY_DN13384_c0_g1_i8,COMD8
TRINITY_DN13388_c0_g1_i6,NADK
TRINITY_DN13388_c0_g1_i7,NADK
TRINITY_DN133888_c0_g1_i1,R213A
TRINITY_DN1339_c0_g1_i16,CALM
TRINITY_DN1339_c0_g1_i19,CALM
TRINITY_DN1339_c4_g1_i6,ILRUN
TRINITY_DN13394_c1_g1_i3,ATP5S
TRINITY_DN13394_c1_g1_i4,ATP5S
TRINITY_DN133986_c1_g1_i1,YCF2E
TRINITY_DN133986_c1_g1_i7,YCF2E
TRINITY_DN134_c10_g1_i4,ZRN1B
TRINITY_DN134_c8_g1_i1,DPOA2
TRINITY_DN1340_c0_g1_i2,TNG6
TRINITY_DN1340_c0_g1_i7,TNG6
TRINITY_DN1340_c0_g1_i8,TNG6
TRINITY_DN13407_c0_g1_i1,STRN3
TRINITY_DN13407_c0_g1_i2,STRN3
TRINITY_DN1341_c0_g1_i5,DOM
TRINITY_DN1341_c0_g1_i6,DOM
TRINITY_DN1341_c0_g1_i8,DOM
TRINITY_DN13413_c0_g1_i9,MINY4
TRINITY_DN13414_c2_g2_i1,NRAM1
TRINITY_DN13414_c2_g2_i3,NRAM2
TRINITY_DN13415_c1_g1_i6,FIBA
TRINITY_DN13417_c0_g1_i1,F1142
TRINITY_DN134190_c0_g1_i11,FAP24
TRINITY_DN134190_c0_g1_i12,FAP24
TRINITY_DN13420_c0_g1_i1,MED26
TRINITY_DN13421_c0_g1_i5,DYLT5
TRINITY_DN13424_c0_g1_i7,MIF2
TRINITY_DN13425_c0_g1_i7,CDK10
TRINITY_DN13426_c0_g1_i13,SOAT1
TRINITY_DN13426_c0_g1_i7,SOAT1
TRINITY_DN134261_c0_g1_i3,FAT4
TRINITY_DN13427_c0_g1_i10,SC6A1
TRINITY_DN13427_c0_g1_i15,SC6A1
TRINITY_DN13427_c0_g1_i9,SC6A1
TRINITY_DN1343_c0_g1_i1,SMRC2
TRINITY_DN1343_c0_g1_i30,SMRC2
TRINITY_DN1343_c0_g1_i8,SMRC2
TRINITY_DN1343_c1_g1_i7,HDAC4
TRINITY_DN13430_c0_g2_i1,WIPI4
TRINITY_DN13433_c0_g1_i10,VGR
TRINITY_DN13433_c0_g1_i14,YL
TRINITY_DN13433_c0_g1_i4,VGR
TRINITY_DN134376_c0_g1_i1,CO8A1
TRINITY_DN1344_c3_g1_i1,Y255
TRINITY_DN13440_c0_g1_i6,AVT1C
TRINITY_DN13444_c1_g1_i27,NAGK
TRINITY_DN13444_c1_g1_i29,NAGK
TRINITY_DN134482_c0_g1_i1,PTPRG
TRINITY_DN134494_c0_g1_i1,NTRK2
TRINITY_DN1345_c1_g1_i3,MED15
TRINITY_DN1345_c1_g1_i4,MED15
TRINITY_DN1345_c1_g2_i2,MED15
TRINITY_DN1345_c1_g2_i3,MED15
TRINITY_DN13452_c0_g1_i13,MO2R5
TRINITY_DN13452_c0_g1_i24,MAG
TRINITY_DN13452_c0_g1_i9,MAG
TRINITY_DN13455_c0_g1_i1,PE2R4
TRINITY_DN13457_c0_g1_i16,CLP1
TRINITY_DN134597_c0_g2_i2,MSS4
TRINITY_DN1346_c0_g1_i10,BIRC7
TRINITY_DN1346_c0_g1_i16,DIAP2
TRINITY_DN1346_c0_g1_i17,BIRC7
TRINITY_DN1346_c0_g1_i4,DIAP2
TRINITY_DN1346_c0_g1_i9,PIAP
TRINITY_DN13465_c0_g1_i1,PRDX5
TRINITY_DN13465_c0_g1_i7,PRDX5
TRINITY_DN13468_c1_g1_i11,KIF2A
TRINITY_DN134684_c0_g1_i2,PA2GC
TRINITY_DN134684_c0_g1_i4,PA2GC
TRINITY_DN13469_c0_g1_i5,DAW1
TRINITY_DN13471_c0_g1_i3,MDR1
TRINITY_DN13471_c0_g2_i1,MDR3
TRINITY_DN134745_c0_g1_i1,SMCA5
TRINITY_DN13475_c0_g1_i13,ATS10
TRINITY_DN13475_c0_g1_i19,POL4
TRINITY_DN13475_c0_g1_i3,ATS10
TRINITY_DN134759_c0_g1_i1,NK3R
TRINITY_DN1348_c0_g1_i5,RNF10
TRINITY_DN1348_c0_g1_i9,RNF10
TRINITY_DN13487_c1_g1_i9,PXDN
TRINITY_DN1349_c0_g1_i2,CP2U1
TRINITY_DN1349_c0_g1_i25,CP2U1
TRINITY_DN1349_c0_g1_i5,CP2R1
TRINITY_DN13491_c0_g1_i3,S247A
TRINITY_DN13491_c0_g1_i7,S2545
TRINITY_DN13495_c0_g1_i21,SL9A9
TRINITY_DN13495_c0_g1_i25,SL9A9
TRINITY_DN13495_c0_g1_i9,SL9A9
TRINITY_DN13497_c0_g1_i10,CBLN3
TRINITY_DN13497_c0_g1_i11,CBLN3
TRINITY_DN13497_c0_g1_i13,CBLN3
TRINITY_DN13498_c0_g1_i2,NALD2
TRINITY_DN13498_c2_g1_i10,CBX5
TRINITY_DN13498_c2_g1_i8,CBX5
TRINITY_DN135027_c0_g2_i1,VF030
TRINITY_DN13505_c0_g1_i10,NSMA3
TRINITY_DN13505_c0_g1_i9,NSMA3
TRINITY_DN13506_c0_g1_i10,GCNT1
TRINITY_DN1351_c0_g1_i3,EVI5
TRINITY_DN1351_c9_g1_i16,RTJK
TRINITY_DN1351_c9_g1_i19,RTJK
TRINITY_DN1351_c9_g1_i2,RTJK
TRINITY_DN13510_c1_g1_i11,NPHP1
TRINITY_DN13510_c1_g1_i27,NPHP1
TRINITY_DN13510_c1_g1_i6,NPHP1
TRINITY_DN13510_c1_g1_i9,NPHP1
TRINITY_DN13513_c2_g1_i3,TNPO3
TRINITY_DN135130_c0_g1_i8,TLR4
TRINITY_DN13516_c0_g1_i1,APC15
TRINITY_DN13516_c0_g1_i9,APC15
TRINITY_DN1352_c0_g1_i11,NCOA4
TRINITY_DN13520_c0_g1_i11,AIDA
TRINITY_DN13520_c0_g1_i2,AIDAA
TRINITY_DN13520_c0_g1_i6,AIDA
TRINITY_DN13520_c0_g1_i8,AIDAB
TRINITY_DN13520_c0_g1_i9,AIDAA
TRINITY_DN13523_c0_g1_i4,ZN341
TRINITY_DN13524_c0_g1_i12,TBCD
TRINITY_DN13524_c0_g1_i6,TBCD
TRINITY_DN13531_c0_g1_i2,REV1
TRINITY_DN13531_c0_g1_i6,REV1
TRINITY_DN13531_c0_g1_i8,REV1
TRINITY_DN135341_c0_g1_i7,NCAH
TRINITY_DN13535_c0_g1_i8,CBWD1
TRINITY_DN135396_c0_g1_i1,POL3
TRINITY_DN13540_c0_g1_i11,KIFC3
TRINITY_DN13540_c0_g1_i13,KIFC3
TRINITY_DN13540_c0_g1_i15,KIFC3
TRINITY_DN13540_c0_g1_i17,KIFC3
TRINITY_DN13540_c1_g1_i8,APBP2
TRINITY_DN13540_c1_g1_i9,APBP2
TRINITY_DN13543_c0_g1_i3,RT21
TRINITY_DN13543_c0_g1_i5,NUP62
TRINITY_DN13543_c0_g1_i7,NUP62
TRINITY_DN135433_c0_g1_i3,RGS3
TRINITY_DN13544_c0_g1_i14,HEXI1
TRINITY_DN13545_c0_g1_i11,SODC
TRINITY_DN13545_c0_g1_i30,SODC
TRINITY_DN13545_c0_g1_i5,SODC
TRINITY_DN13545_c0_g1_i6,SODC
TRINITY_DN13549_c1_g1_i4,B3GT1
TRINITY_DN1355_c0_g2_i2,CCD86
TRINITY_DN1355_c1_g1_i13,JAK2
TRINITY_DN1355_c1_g1_i4,JAK2
TRINITY_DN1355_c1_g1_i7,EPHA5
TRINITY_DN13551_c0_g1_i4,DDX58
TRINITY_DN13551_c0_g1_i7,DDX58
TRINITY_DN135570_c0_g1_i2,UN93A
TRINITY_DN135570_c0_g1_i3,UN93A
TRINITY_DN135595_c0_g1_i1,T22D1
TRINITY_DN1356_c0_g1_i10,SCOCA
TRINITY_DN1356_c0_g1_i3,SCOCA
TRINITY_DN13563_c0_g1_i2,PLMN
TRINITY_DN13563_c0_g1_i3,PLMN
TRINITY_DN13568_c0_g1_i5,HS12A
TRINITY_DN1357_c0_g1_i3,GLRK
TRINITY_DN1357_c0_g1_i5,GRIK3
TRINITY_DN1357_c0_g1_i8,GRIK3
TRINITY_DN13576_c0_g1_i1,NUDT8
TRINITY_DN13576_c0_g1_i4,NUDT8
TRINITY_DN13576_c0_g1_i8,NUDT8
TRINITY_DN13576_c0_g1_i9,NUDT8
TRINITY_DN13577_c0_g1_i13,Y325
TRINITY_DN13577_c0_g1_i3,DCXR
TRINITY_DN13577_c0_g1_i4,Y325
TRINITY_DN13577_c0_g1_i6,Y325
TRINITY_DN13577_c0_g1_i7,DCXR
TRINITY_DN13581_c2_g1_i2,YR811
TRINITY_DN1359_c0_g1_i2,CATK
TRINITY_DN13592_c0_g2_i2,PWP2
TRINITY_DN135931_c0_g1_i1,NRF6
TRINITY_DN135956_c0_g1_i1,NR2E3
TRINITY_DN136_c0_g1_i14,IF44L
TRINITY_DN136_c3_g2_i1,NPHP3
TRINITY_DN136_c5_g1_i1,YFEX
TRINITY_DN136_c5_g1_i3,YFEX
TRINITY_DN136_c5_g1_i5,YFEX
TRINITY_DN1360_c0_g1_i34,CP110
TRINITY_DN13604_c0_g1_i11,TRIM3
TRINITY_DN13604_c0_g1_i9,TRIM3
TRINITY_DN136048_c0_g1_i4,FAXC
TRINITY_DN136074_c0_g1_i1,SCNNB
TRINITY_DN136119_c0_g1_i2,KNTC1
TRINITY_DN136119_c0_g1_i5,KNTC1
TRINITY_DN13618_c0_g1_i4,UBE3B
TRINITY_DN136263_c0_g1_i2,RM47
TRINITY_DN136264_c0_g1_i1,SAMD9
TRINITY_DN136272_c0_g1_i8,TRPG
TRINITY_DN13628_c0_g2_i1,SYT17
TRINITY_DN136305_c0_g1_i1,SPEE
TRINITY_DN136305_c0_g1_i12,SPEE
TRINITY_DN136305_c0_g1_i17,SPEE
TRINITY_DN136329_c0_g1_i5,CAN3
TRINITY_DN13634_c0_g2_i11,ARC3A
TRINITY_DN136381_c0_g1_i1,PTPRT
TRINITY_DN136383_c0_g1_i5,RAD1
TRINITY_DN136383_c0_g1_i7,RAD1
TRINITY_DN13639_c0_g1_i5,TMF1
TRINITY_DN13639_c0_g1_i9,TMF1
TRINITY_DN13639_c1_g1_i1,ADXH2
TRINITY_DN13650_c0_g1_i17,KCNAB
TRINITY_DN13650_c0_g1_i23,KCNAB
TRINITY_DN136509_c0_g1_i1,POL3
TRINITY_DN136527_c0_g1_i1,LECG
TRINITY_DN13659_c0_g1_i23,CHSTF
TRINITY_DN13659_c0_g1_i28,POL2
TRINITY_DN13659_c0_g1_i31,CHSTF
TRINITY_DN13659_c0_g1_i35,CHSTF
TRINITY_DN13659_c0_g1_i7,CHSTF
TRINITY_DN1366_c0_g1_i10,SC5A6
TRINITY_DN1366_c0_g1_i9,SC5A6
TRINITY_DN13662_c0_g1_i1,PLD6
TRINITY_DN136629_c0_g1_i1,DISP1
TRINITY_DN13663_c0_g1_i12,MCTP1
TRINITY_DN13663_c0_g1_i23,MCTP1
TRINITY_DN13663_c0_g1_i6,MCTP1
TRINITY_DN13665_c0_g1_i2,SASH1
TRINITY_DN13665_c0_g1_i3,SASH1
TRINITY_DN13665_c1_g1_i8,KI67
TRINITY_DN13670_c0_g1_i2,SRF
TRINITY_DN13671_c0_g1_i3,TKFC
TRINITY_DN13671_c0_g1_i4,TKFC
TRINITY_DN13673_c0_g1_i3,KT5BA
TRINITY_DN13674_c0_g1_i16,RLP24
TRINITY_DN13675_c0_g1_i1,GEM
TRINITY_DN13683_c0_g1_i1,TLR2
TRINITY_DN13683_c0_g1_i12,TLR2
TRINITY_DN13683_c0_g1_i8,TOLL8
TRINITY_DN13683_c0_g2_i2,TLR4
TRINITY_DN13685_c6_g1_i1,PCY1B
TRINITY_DN136854_c0_g1_i1,NETR
TRINITY_DN13686_c0_g1_i2,SNED1
TRINITY_DN13686_c0_g1_i5,SNED1
TRINITY_DN13687_c0_g1_i1,TM144
TRINITY_DN13687_c0_g1_i4,TM144
TRINITY_DN13687_c0_g1_i5,TM144
TRINITY_DN13687_c2_g1_i3,NT5M
TRINITY_DN13689_c0_g1_i6,HS12A
TRINITY_DN13690_c0_g2_i4,YTX2
TRINITY_DN13690_c0_g2_i7,YTX2
TRINITY_DN13690_c0_g3_i3,ARMC9
TRINITY_DN13691_c0_g2_i3,COMD6
TRINITY_DN13693_c0_g1_i5,RTBS
TRINITY_DN13694_c0_g1_i12,F10C1
TRINITY_DN13694_c0_g1_i8,F10C1
TRINITY_DN13694_c0_g1_i9,F10C1
TRINITY_DN136955_c0_g1_i1,PIF1
TRINITY_DN13699_c0_g2_i5,TM74B
TRINITY_DN137_c0_g1_i1,ANKR6
TRINITY_DN137046_c0_g1_i1,ACHA4
TRINITY_DN13705_c0_g1_i1,PEX2
TRINITY_DN13705_c0_g1_i10,PEX2
TRINITY_DN13705_c0_g1_i13,PEX2
TRINITY_DN13705_c0_g1_i4,PEX2
TRINITY_DN13706_c0_g1_i2,ROCO6
TRINITY_DN13707_c0_g1_i4,HGNAT
TRINITY_DN13707_c0_g1_i5,HGNAT
TRINITY_DN13707_c0_g1_i6,HGNAT
